Protein_Group	Genes	P_value	treatment_estimate	control_estimate	log2FC	p.adj
P13929	ENO3	0.00498734546397626	23702471.8529412	51918235	-1.1312038455435	0.022247874869193
P52594	AGFG1	0.0049794340099238	33500.0986328125	19502.01171875	0.78046841638073	0.022247874869193
Q14257	RCN2	0.0049878099156059	19515.0501206342	25536.966796875	-0.388056501500742	0.022247874869193
Q9BW60	ELOVL1	0.00498428874769065	15440.8583984375	1927.50714111328	3.00119656481694	0.022247874869193
Q13438	OS9	0.00500645155868659	9999.77780330882	2389.02368164063	2.0648711250492	0.0223124467553112
Q6BCY4	CYB5R2	0.00501551059968987	13692.8641429228	2509.38104248047	2.44744597952642	0.022334239636358
P42345	MTOR	0.00504072255923521	25536.2355238971	20477.4096679688	0.318442181402023	0.0223890459049345
Q5GLZ8	HERC4	0.00504223146734045	51354.6109834559	33178.0458984375	0.63022141727761	0.0223890459049345
Q8TD19	NEK9	0.00504390997063009	54947.2844669118	41581.5712890625	0.402069212872129	0.0223890459049345
Q9P2K8	EIF2AK4	0.00504453582364308	8145.21676815257	1765.49963378906	2.20505964347083	0.0223890459049345
P30086	PEBP1	0.00505205525181152	3352964.09558824	5703942.375	-0.766522625264351	0.0224038576026112
P63261	ACTG1	0.00513721538721579	223317.943474265	40940.3603515625	2.44746823112169	0.0227626656983581
Q05D32	CTDSPL2	0.00515187034673934	10552.5955738741	2039.17083740234	2.3708360266578	0.0228087350805642
Q9NP80	PNPLA8	0.00517643542828164	8310.40194881664	1195.88415527344	2.79563473482208	0.022898566960615
P13591	NCAM1	0.00522533601963223	52976.8897058824	9123.05926513672	2.53761542220954	0.0230487238730407
P42166	TMPO	0.00522813928125307	246635.928998162	62405.134765625	1.98262321775728	0.0230487238730407
Q8TDB6	DTX3L	0.00522717778677742	28737.7996323529	7147.52288818359	2.00723253197241	0.0230487238730407
Q9BQ61	TRIR	0.00523189251999579	11359.3248757755	922.059112548828	3.62131024200135	0.0230487238730407
Q9NZA1	CLIC5	0.00521961987920535	75607.6881893382	147771.46484375	-0.966772622325016	0.0230487238730407
P26885	FKBP2	0.00526221033797539	175768.787224265	98207.748046875	0.839755456510289	0.0231459509522446
Q12765	SCRN1	0.00526260374460218	27356.3321461397	7906.09887695313	1.79065444048781	0.0231459509522446
P22033	MMUT	0.00527848995106763	86578.01171875	62163.435546875	0.477911222787952	0.0231777628425158
Q13610	PWP1	0.00527695140606611	16753.6815831801	6990.78277587891	1.26074589104826	0.0231777628425158
Q8IW45	NAXD	0.00529921956827287	110880.675551471	166831.34375	-0.589391058493759	0.0232497290968368
O75367	MACROH2A1	0.00531683591774132	1276181.375	654223.1875	0.963976380342947	0.0232698447805067
Q9H7D7	WDR26	0.00531166731106567	31900.0306755515	22781.0776367188	0.485658490095703	0.0232698447805067
Q9Y5S9	RBM8A	0.00531344822889977	94993.2327665441	45963.7001953125	1.0472984101327	0.0232698447805067
Q9H1I8	ASCC2	0.00538381085577414	10702.6646943934	4608.04455566406	1.21543041674103	0.0235437344933731
P24821	TNC	0.00539538352288817	143546.048943015	17256.3551025391	3.05623034520758	0.0235683410080361
Q49A26	GLYR1	0.00540263631843724	31421.080480239	15165.6496582031	1.05083036490477	0.0235683410080361
Q5SSJ5	HP1BP3	0.0054009338786489	805757.284926471	331893.234375	1.27962175956703	0.0235683410080361
C9JLR9	C11orf95	0.00542212233929455	2664.25360760969	266.532012939453	3.31594797746782	0.0236341003837273
P34932	HSPA4	0.00543830758672526	404915.75	290138.3359375	0.480875856933315	0.0236853770260872
P06748	NPM1	0.00544741208760072	418352.246323529	188428.576171875	1.15069275142271	0.0237057567451479
Q9BZL6	PRKD2	0.00547970559087779	12980.1936302185	2.23227167129517	11.9714758230523	0.0238269341317632
Q14202	ZMYM3	0.00549438681546431	6550.01680261949	14264.7514648438	-1.12298523185708	0.0238583987104302
Q9H583	HEATR1	0.00549584917092979	9348.43465647978	3201.79333496094	1.54539410488541	0.0238583987104302
Q96E52	OMA1	0.00552152323450856	31125.6172449449	50679.154296875	-0.703318469585676	0.0239504453176213
O00471	EXOC5	0.00554354121853957	119093.306295956	55546.8134765625	1.10029029884803	0.0239595129145116
O15111	CHUK	0.00553684005385486	19813.4598460478	11667.5549316406	0.763854922581126	0.0239595129145116
P04406	GAPDH	0.00553863575387054	109690902.352941	211989612	-0.95054970269806	0.0239595129145116
Q14669	TRIP12	0.00555129245280123	21948.1225298713	13094.3078613281	0.745047558265814	0.0239595129145116
Q6PJI9	WDR59	0.00555492160534317	5077.04196705538	1516.98738098145	1.74182838780901	0.0239595129145116
Q8N0Z2	ABRA	0.00555461997291901	16821.7003676471	41577.1606445313	-1.30550239377656	0.0239595129145116
Q92562	FIG4	0.00552897398154352	2864.27956255745	465.508026123047	2.6181985034641	0.0239595129145116
Q9GZZ9	UBA5	0.00556758069769132	49032.8544347427	36284.0361328125	0.434374043498865	0.0239947946882803
Q9Y2H5	PLEKHA6	0.00558750323470758	8491.13786046645	220.856033325195	5.25826220344973	0.0240612980935117
Q96H20	SNF8	0.00574787091588371	45800.939453125	29818.849609375	0.619104209003218	0.0247320036115575
Q9BXP2	SLC12A9	0.00575271280314958	5817.60057157629	613.005798339844	3.24410006158186	0.0247329714979713
Q14746	COG2	0.00577948931719563	10030.4197495404	4590.83197021484	1.12724022534033	0.0248281670186183
P60709	ACTB	0.00579561934699229	435002902.588235	650621648	-0.580793800409641	0.024857592347348
P78346	RPP30	0.00579286179366743	5268.37403779871	554.507507324219	3.24547946204153	0.024857592347348
P08237	PFKM	0.00581858849927144	8652189.69117647	15736659.5	-0.862992216376989	0.0249361428724777
Q8TCT1	PHOSPHO1	0.005848363039671	44908.6088005515	4499.15869140625	3.31894424839423	0.025043709675074
Q5VIR6	VPS53	0.00587780673673858	30061.2974494485	21010.748046875	0.516711087234168	0.0251496890484893
Q9BUR5	APOO	0.00589614698439499	228183.910386029	392969.359375	-0.784223429777608	0.0252080282485267
P19634	SLC9A1	0.00590780962577199	14225.9755715763	2349.96820068359	2.59720066103421	0.0252332823544989
Q9Y697	NFS1	0.00591147458556955	30817.1941636029	20967.5419921875	0.555508963827443	0.0252332823544989
Q9UJ68	MSRA	0.0059164382301063	40789.9182559743	12510.5751953125	1.70494918107618	0.0252343627378021
Q96MF2	STAC3	0.00594848766429215	290033.238051471	489599.0078125	-0.755385337279475	0.0253508738405832
Q9Y6C2	EMILIN1	0.00596249173077672	138233.932215074	38205.3935546875	1.85522580901831	0.0253903562812169
P04080	CSTB	0.00603782643711682	503865.279411765	246172.1484375	1.03336463870093	0.0256860014566614
P11177	PDHB	0.00604150864950407	2101720.41911765	3297886.5	-0.649971417441858	0.0256860014566614
Q9BQE3	TUBA1C	0.00605102250666793	44659.248046875	6790.96850585938	2.7170572856007	0.0257060488249168
Q53F19	NCBP3	0.00607295956589509	36579.2234030331	71748.240234375	-0.971939108706525	0.0257787990447702
P14927	UQCRB	0.00610998959214442	208150.681525735	378456.3671875	-0.862502509180843	0.0259154507087234
Q9Y4G8	RAPGEF2	0.00612418300983107	6747.11941348805	1715.64465332031	1.97468026418203	0.0259551015693552
P49184	DNASE1L1	0.00613247487443087	19945.9316693474	29024.0498046875	-0.541204029729506	0.0259592463921286
Q15582	TGFBI	0.00613485270345992	2764307.79411765	610189.1484375	2.17958746992695	0.0259592463921286
Q96AG4	LRRC59	0.00614366800597839	140238.799862132	50932.861328125	1.46118855682971	0.0259760296038092
O15357	INPPL1	0.00616181900764232	37153.8073299632	27854.1860351563	0.415564106975446	0.0259935924002672
P00403	MT-CO2	0.00616327453558954	2356665.99264706	4672928.125	-0.987579854107049	0.0259935924002672
P23352	ANOS1	0.00616723090176211	18234.8489918428	42355.919921875	-1.21589943200843	0.0259935924002672
P61916	NPC2	0.00616714147810801	58520.1481215533	21096.794921875	1.47184120045469	0.0259935924002672
Q15008	PSMD6	0.00621133602617303	160362.517463235	129800.828125	0.305026268684225	0.0261589049467051
P31943	HNRNPH1	0.00622276504791758	306528.710477941	192485.39453125	0.671265732013177	0.0261864511875055
Q5SWX8	ODR4	0.0062474779674482	31475.1985868566	7534.97192382813	2.06234998524748	0.0262698112022135
P26368	U2AF2	0.00627597684891148	189975.296415441	104142.537109375	0.867238516721099	0.0263482821156887
Q96EB1	ELP4	0.00627552082340552	7905.90614947151	2017.92144775391	1.96934604976787	0.0263482821156887
P0DMV8;P0DMV9	HSPA1A;HSPA1B	0.00629086317028033	12780851.0588235	17231664	-0.431078201391011	0.0263900971050836
Q2M389	WASHC4	0.00631240882084544	27374.4650160846	14175.6462402344	0.949314494614334	0.0264597606050618
O14950	MYL12B	0.00640247332085653	860657.292279412	444382.1796875	0.953634670456576	0.026775342029412
P09104	ENO2	0.0063930920956715	11086622.5294118	19518673.75	-0.816035177897071	0.026775342029412
Q92851	CASP10	0.00640269052448698	1745.69692702854	355.090454101563	2.29348744606156	0.026775342029412
O94788	ALDH1A2	0.00643167140763512	40862.0383731618	22924.2109375	0.83382616537824	0.0268755567322163
Q14714	SSPN	0.00643723305976805	64269.2194393382	35244.0776367188	0.866706167375079	0.0268778312557891
P07919	UQCRH	0.00649116172201928	417933.785386029	821336.265625	-0.97470036783728	0.0270508863260119
P46060	RANGAP1	0.00649382860094294	30236.8196231618	18559.140625	0.704098760218702	0.0270508863260119
Q53HC9	EIPR1	0.00648948549032758	24517.0988625919	7777.30728149414	1.65626013873295	0.0270508863260119
O15258	RER1	0.00650940426041153	83211.3848805147	49532.83203125	0.748366694736319	0.0270946997847899
Q8N2G8	GHDC	0.00653437810525179	27103.7842371324	15025.3671875	0.850998033273507	0.0271775337809269
P11216	PYGB	0.0065465216820677	7163497.70588235	2922372	1.29352385145878	0.0271830955728774
Q8WWQ0	PHIP	0.00654305453341024	4410.62074190028	1199.59761047363	1.87722901036095	0.0271830955728774
Q9BSL1	UBAC1	0.00655093828347671	47892.580882353	70452.1884765625	-0.556862816549335	0.0271830955728774
P46939	UTRN	0.00656569912547103	438962.440257353	184098.37109375	1.25361280282724	0.0272232586804553
P46783	RPS10	0.00659777304340136	653183.803308824	458793.578125	0.509640675328106	0.0273350890901014
Q8IVF2	AHNAK2	0.00663849247241973	1157298.90808824	425472.703125	1.44361966059467	0.0274825380021271
A6NHR9	SMCHD1	0.00668259839967646	10054.4465188419	3651.78634643555	1.46076438855904	0.0276368208642114
P13611	VCAN	0.00669123700968492	111815.62109375	33580.791015625	1.73537067197692	0.0276368208642114
Q9Y3B3	TMED7	0.00669031351823254	50863.3635110294	18557.3656005859	1.45455720755161	0.0276368208642114
Q9Y2V2	CARHSP1	0.00670512564024406	63623.2029526655	31996.6665039063	0.991586305191062	0.0276728490406683
Q03001	DST	0.00673619852777083	23799.5369944853	18370.7768554688	0.373442341320865	0.0277156801177176
Q8IUA7	ABCA9	0.00673145414772977	32455.9634076287	7500.71264648438	2.11319167443837	0.0277156801177176
Q9NX47	MARCHF5	0.00672940292309622	38163.1725643382	29123.1118164063	0.389967056545694	0.0277156801177176
Q9P2X3	IMPACT	0.00672334632137542	44876.9074563419	24964.9782714844	0.846009822211296	0.0277156801177176
P51148	RAB5C	0.00675074568887935	121145.634191176	51705.6865234375	1.22831965245891	0.0277542169265746
Q8NHV1	GIMAP7	0.00675754235692952	40681.2589613971	11417.7309570313	1.83296200403723	0.027760854605883
P46778	RPL21	0.00676542175942716	172139.312270221	103373.826171875	0.735691706646664	0.0277719267166677
Q16658	FSCN1	0.0067792924309168	259453.721507353	84472.142578125	1.61891260108356	0.0278075570845492
Q969M7	UBE2F	0.0067875915246064	9441.89547909007	17448.0705566406	-0.886001774148738	0.0278202967079698
Q9Y4E6	WDR7	0.00679680115945013	3627.90249454274	709.454650878906	2.35232121307103	0.0278367460330079
Q92785	DPF2	0.00683746651155503	8565.52681238511	910.635559082031	3.23201287595486	0.0279819007657756
P49736	MCM2	0.00684643177348445	10537.2283361098	2699.49090576172	1.96420184207607	0.0279972022981345
Q07866	KLC1	0.00686115556623224	65472.7842371324	39887.0634765625	0.714938247189735	0.02802905002026
Q14683	SMC1A	0.00686991649740552	40583.9462316177	19725.8894042969	1.04074566873306	0.02802905002026
Q9NQG5	RPRD1B	0.00686939288977082	33359.1083409927	21066.3369140625	0.663072770280911	0.02802905002026
Q9NZQ9	TMOD4	0.00687784409717667	416608.563648897	847811.28125	-1.02505236997483	0.0280400386823253
O95674	CDS2	0.00691832634310324	101064.729549632	50533.2021484375	0.999947544081238	0.0281622144528906
P09471	GNAO1	0.00691682855075085	35499.3602366728	18175.8420410156	0.965691450594766	0.0281622144528906
Q9Y3U8	RPL36	0.00692457156018982	294457.326286765	159924.361328125	0.880659826320865	0.0281662337493826
Q86T13	CLEC14A	0.00695271269503409	9582.20397231158	4019.78271484375	1.25288114956832	0.0282592427217736
P60174	TPI1	0.00696411992067584	16758368.9705882	33171185	-0.985048851300232	0.0282841473958002
Q9NP97	DYNLRB1	0.00707920892325923	61614.5427389706	31692.9584960938	0.959063047134639	0.0287297895468937
Q9BYI3	FAM126A	0.00709212402847742	21727.4926470588	26685.373046875	-0.296581544580946	0.0287604151556045
Q86T65	DAAM2	0.00712918329751081	7570.32808191636	2130.29498291016	1.82862554105709	0.0288888312592779
Q14258	TRIM25	0.007136859114887	143657.335018382	70060.5087890625	1.03593769518026	0.0288980757962582
P37198	NUP62	0.0071594899453943	11616.7820829504	5139.83697509766	1.17613532150879	0.0289678154361611
Q8IV63	VRK3	0.00717111596024435	5828.53448845359	2293.91833496094	1.34469036551816	0.0289929571313426
Q8IUD2	ERC1	0.0072046624950716	22545.0298713235	11558.8208007813	0.963690388000205	0.0291066191448707
Q9BQ48	MRPL34	0.00724578404063911	49642.6999080882	15381.0964355469	1.69032943867331	0.0292506896049011
Q9NPH2	ISYNA1	0.00725864679811016	103724.560661765	42157.9384765625	1.29884709970281	0.0292805503746055
Q13315	ATM	0.0072863626930389	5549.78186753217	1759.99887084961	1.65603708377757	0.0293702369801425
Q15125	EBP	0.0073274504227319	51475.0211397059	19437.4946289063	1.40495602038935	0.0295136480560713
P0CG38	POTEI	0.00733995581896199	24177446.1764706	40737753	-0.752704579048093	0.0295418056515247
Q7L5D6	GET4	0.00740034742248377	40614.892578125	27864.9208984375	0.543506996979522	0.0297625083650492
O15446	POLR1G	0.00742402036086995	13250.6599839154	1717.92907714844	2.946482292985	0.0297906195304722
P15924	DSP	0.0074154760859512	881103.747242647	272636.109375	1.69232995739304	0.0297906195304722
Q6FI81	CIAPIN1	0.00742116239174035	24866.2350068934	8578.89477539063	1.53515622623616	0.0297906195304722
Q5TAQ9	DCAF8	0.00743066863502856	84037.8005514706	60747.96484375	0.468178578548453	0.029794978950485
P26572	MGAT1	0.00744778473778608	19636.7033547794	2697.05578613281	2.86356066425738	0.0298412736277637
O95671	ASMTL	0.0074564037191766	24149.8974034927	10459.1726074219	1.20711040178345	0.0298534788666884
Q8WXG6	MADD	0.00746929299021998	6293.31710994945	1208.63793945313	2.37924534527515	0.0298827502230085
P14618	PKM	0.00748039665321189	33793266	61116133	-0.854817497620961	0.0299048394561613
Q6PH85	DCUN1D2	0.00750592955688352	12376.3494226792	27696.9025878906	-1.16219089870672	0.0299456628780741
Q7RTS9	DYM	0.00750737824253379	16569.7614889706	11536.8364257813	0.522180120764293	0.0299456628780741
Q8TAQ2	SMARCC2	0.00750543352302926	32880.548224954	15165.0407714844	1.1163898471161	0.0299456628780741
O60711	LPXN	0.00754291734418255	4985.45110724954	172.906204223633	4.84134274460154	0.0300650358726086
P54886	ALDH18A1	0.00757401093816231	25233.4492474724	4579.58996582031	2.46173209670879	0.0301665253499892
Q86UY8	NT5DC3	0.00759492481081968	28356.0339499081	11540.8723144531	1.29677848649799	0.0302049088430297
Q96KC8	DNAJC1	0.00758955009286073	3195.66707835478	331.953186035156	3.26272586694809	0.0302049088430297
Q92604	LPGAT1	0.00760783913222775	14229.9349724265	8509.14465332031	0.741673509287068	0.0302195241173151
Q96TC7	RMDN3	0.00760988202991563	20275.5594554228	6055.75	1.74312595402683	0.0302195241173151
Q9BXF6	RAB11FIP5	0.00762252391909228	15488.9102855009	3161.87457275391	2.29192739715868	0.030247304173761
Q01105	SET	0.00766889928374245	148639.364659926	84030.68359375	0.822810945973194	0.0303642353051223
Q15691	MAPRE1	0.0076718043688647	129508.455882353	62935.03515625	1.04108809788966	0.0303642353051223
Q7Z478	DHX29	0.00766440812095787	16547.8288717831	9283.05334472656	0.833815225912625	0.0303642353051223
Q96F85	CNRIP1	0.00768033205869717	61898.0256204044	26074.9526367188	1.24717343220004	0.0303642353051223
Q9Y3R5	DOP1B	0.00767596502941796	27432.6780790441	12940.6208496094	1.08387715391803	0.0303642353051223
Q6P2E9	EDC4	0.00769362000182075	26126.8250229779	11539.2115478516	1.17886214571196	0.0303943380160426
Q9Y5Z4	HEBP2	0.00770969161461775	310249.864889706	499342.21875	-0.686601196966724	0.0304353853938889
P19784	CSNK2A2	0.00773820175276712	45381.3845358456	33730.8364257813	0.427989761136274	0.0305078222453869
Q9NWH9	SLTM	0.00773943073202928	16178.6807125316	4888.01092529297	1.72647943386931	0.0305078222453869
P17096	HMGA1	0.00776455910042271	65959.1928998162	29748.4470214844	1.14871089349453	0.0305394589581237
Q9BQB6	VKORC1	0.00776246801406162	113681.615349265	34038.1689453125	1.73973124003206	0.0305394589581237
Q9Y3S1	WNK2	0.00776211398312542	35640.5048253677	3522.50170898438	3.33843595294736	0.0305394589581237
Q8IXT5	RBM12B	0.00777641778087661	9642.27096737132	3288.447265625	1.55152778843324	0.0305636610800851
P17987	TCP1	0.00782075705274519	527395.264705883	418678.4296875	0.333038579644312	0.0306256959629403
P40926	MDH2	0.00780590281869435	12328647.0294118	19504295	-0.661777441619989	0.0306256959629403
Q14160	SCRIB	0.00783052943758761	14381.0469898897	9066.87902832031	0.665331662996822	0.0306256959629403
Q15031	LARS2	0.0078198421450166	50546.4428998162	28417.7836914063	0.830764759721448	0.0306256959629403
Q9BW92	TARS2	0.00782835070652448	13020.6644358915	7034.59143066406	0.888059459673144	0.0306256959629403
Q9GZT8	NIF3L1	0.00783222017346056	77939.5250459559	103034.18359375	-0.402710015952117	0.0306256959629403
Q9UJU6	DBNL	0.00779947068234308	107806.682904412	45503.880859375	1.24435341072252	0.0306256959629403
P27635	RPL10	0.00786323888963439	168645.897518382	85443.8828125	0.980931225376457	0.0307245592500156
A8MZF0	PRR33	0.00788371050442125	139344.933134191	290620.31640625	-1.06047998115733	0.0307820970642745
O94911	ABCA8	0.00790130049755691	52712.7218520221	17625.2021484375	1.58042953232602	0.0307916596339718
